"Crowdsourced data on dried cannabis expenditure, prices and use.",,,,,,,,,,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,,,,,,,,,
"All submissions are reported below, however, the associated Daily is based on the information without any outlier (Outlier = 0).",,,,,,,,,,,,,,,,
Statistics Canada applies a set of criteria on the price variable to determine whether a submission is an outlier (Outlier =1).,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at Birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
25/01/2018,80.36,14,5.74,0,Use recreationally,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
25/01/2018,350,224,1.56,1,Medicate - without a medical document,Daily,,,,,3.5,Lachute,Argenteuil,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,70,14,5,0,Use recreationally,,,,,,,Beloeil,La Vallée-du-Richelieu,Montérégie,Quebec / Québec,Montréal
25/01/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,14,Delson,Roussillon,Montérégie,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Medicate - without a medical document,A few times per week,,,,,14,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
25/01/2018,30,3.5,8.57,0,Use recreationally,Daily,,,,,0.5,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,28,Mascouche,Les Moulins,Lanaudière,Quebec / Québec,Montréal
25/01/2018,55,7,7.86,0,Use recreationally,A few times per month,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,40,7,5.71,0,Use recreationally,A few times per week,,,,,14,Montréal-Ouest,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,14,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,14,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,5,1,5,0,Use recreationally,A few times a year,,,,,0.5,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,6,1,6,0,Use recreationally,Daily,,,,,28,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,140,28,5,0,Use recreationally,A few times per month,,,,,0.5,Laval,Laval,Laval,Quebec / Québec,Montréal
25/01/2018,100,28,3.57,0,Use recreationally,Daily,,,,,56,Montréal-Est,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,20,7,2.86,1,Use recreationally,A few times a year,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,40,7,5.71,0,Use recreationally,A few times per month,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,35,7,5,0,Use recreationally,A few times per month,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times a year,,,,,3.5,Châteauguay,Roussillon,Montérégie,Quebec / Québec,Montréal
25/01/2018,220,28,7.86,0,Use recreationally,A few times per week,,,,,14,Val-d'Or,La Vallée-de-l'Or,Abitibi-Témiscamingue,Quebec / Québec,24 - NonCMA
25/01/2018,90,14,6.43,0,Use recreationally,A few times per week,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,35,3.5,10,0,Use recreationally,A few times per month,,,,,3.5,Blainville,Thérèse-De Blainville,Laurentides,Quebec / Québec,Montréal
25/01/2018,135,28,4.82,0,Use recreationally,,,,,,,Repentigny,L'Assomption,Lanaudière,Quebec / Québec,Montréal
25/01/2018,35,3.5,10,0,Medicate - without a medical document,Daily,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,160,28,5.71,0,Use recreationally,A few times per month,,,,,0.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
25/01/2018,140,28,5,0,Use recreationally,Daily,,,,,3.5,Repentigny,L'Assomption,Lanaudière,Quebec / Québec,Montréal
25/01/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,14,Saint-Sauveur,Les Pays-d'en-Haut,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,40,7,5.71,0,Use recreationally,Daily,,,,,14,Blainville,Thérèse-De Blainville,Laurentides,Quebec / Québec,Montréal
25/01/2018,5,1,5,0,Use recreationally,A few times per week,,,,,1,Lachute,Argenteuil,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,140,28,5,0,Use recreationally,A few times per week,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
25/01/2018,40,7,5.71,0,Use recreationally,,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,50,14,3.57,0,Use recreationally,Daily,,,,,28,Victoriaville,Arthabaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
25/01/2018,25,3.5,7.14,0,Use recreationally,A few times per week,,,,,3.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
25/01/2018,80,14,5.71,0,Use recreationally,Daily,,,,,1,Dolbeau-Mistassini,Maria-Chapdelaine,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
25/01/2018,120,28,4.29,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,130,28,4.64,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,75,14,5.36,0,Use recreationally,Daily,,,,,14,Farnham,Brome-Missisquoi,Montérégie,Quebec / Québec,24 - NonCMA
25/01/2018,45,7,6.43,0,Use recreationally,,,,,,,La Prairie,Roussillon,Montérégie,Quebec / Québec,Montréal
25/01/2018,50,14,3.57,1,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,60,10,6,0,Use recreationally,Daily,,,,,28,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,40,14,2.86,1,Use recreationally,Daily,,,,,28,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,56,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,107,14,7.64,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
25/01/2018,45,7,6.43,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,80,28,2.86,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,100,28,3.57,0,Use recreationally,A few times a year,,,,,0.15,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,500,454,1.1,1,Use recreationally,Daily,,,,,112,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
25/01/2018,45,7,6.43,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,160,28,5.71,0,Medicate - without a medical document,Daily,,,,,28,Chandler,Le Rocher-Percé,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
25/01/2018,20,1,20,1,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,35,7,5,0,Use recreationally,A few times a year,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,1,28,0.04,1,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,90,14,6.43,0,Medicate - without a medical document,,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,50,7,7.14,0,Use recreationally,Daily,,,,,28,Brossard,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,35,7,5,0,Use recreationally,A few times per week,,,,,1,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,90,28,3.21,0,Medicate - without a medical document,,,,,,,Laval,Laval,Laval,Quebec / Québec,Montréal
25/01/2018,150,28,5.36,0,Use recreationally,A few times per week,,,,,14,Dolbeau-Mistassini,Maria-Chapdelaine,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
25/01/2018,130,28,4.64,0,Use recreationally,A few times per week,,,,,7,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,7,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,28,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,50,7,7.14,0,Use recreationally,Daily,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Saint-Jean-sur-Richelieu,Le Haut-Richelieu,Montérégie,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,28,Mirabel,Mirabel,Laurentides,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,0.5,Varennes,Marguerite-D'Youville,Montérégie,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,28,Dolbeau-Mistassini,Maria-Chapdelaine,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
25/01/2018,35,3.5,10,0,Use recreationally,A few times per week,,,,,7,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,60,14,4.29,0,Use recreationally,A few times per week,,,,,14,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,50,7,7.14,0,Use recreationally,Daily,,,,,14,Salaberry-de-Valleyfield,Beauharnois-Salaberry,Montérégie,Quebec / Québec,24 - NonCMA
25/01/2018,160,28,5.71,0,Use recreationally,A few times per week,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,Lévis,Lévis,Chaudière-Appalaches,Quebec / Québec,Québec
25/01/2018,1082500,250000,4.33,1,Use recreationally,Daily,,,,,200,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
25/01/2018,70,7,10,0,Use recreationally,A few times per month,,,,,3.5,Laval,Laval,Laval,Quebec / Québec,Montréal
25/01/2018,25,3.5,7.14,0,Use recreationally,A few times per month,,,,,1,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,70,14,5,0,Use recreationally,Daily,,,,,28,Laval,Laval,Laval,Quebec / Québec,Montréal
25/01/2018,80,28,2.86,1,Use recreationally,A few times per week,,,,,7,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,180,28,6.43,0,Use recreationally,Daily,,,,,60,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,10,1,10,0,Use recreationally,,,,,,,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,28,Vaudreuil-Dorion,Vaudreuil-Soulanges,Montérégie,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,1,Shawinigan,Shawinigan,Mauricie,Quebec / Québec,24 - NonCMA
25/01/2018,20,1,20,1,Use recreationally,,,,,,,Salaberry-de-Valleyfield,Beauharnois-Salaberry,Montérégie,Quebec / Québec,24 - NonCMA
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,3.5,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,28,Blainville,Thérèse-De Blainville,Laurentides,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,112,Mont-Tremblant,Les Laurentides,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,60,28,2.14,1,Use recreationally,A few times per week,,,,,28,Maniwaki,La Vallée-de-la-Gatineau,Outaouais,Quebec / Québec,24 - NonCMA
25/01/2018,20,3.5,5.71,0,Use recreationally,,,,,,,Victoriaville,Arthabaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
25/01/2018,100,28,3.57,0,Use recreationally,Daily,,,,,1,Mont-Laurier,Antoine-Labelle,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,260,28,9.29,1,Use recreationally,A few times per week,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,100,28,3.57,0,Use recreationally,,,,,,,Mascouche,Les Moulins,Lanaudière,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,3.5,Boisbriand,Thérèse-De Blainville,Laurentides,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,1,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,50,3.5,14.29,1,Use recreationally,A few times per month,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,25,7,3.57,1,Use recreationally,A few times a year,,,,,1,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,50,28,1.79,1,Use recreationally,,,,,,,East Angus,Le Haut-Saint-François,Estrie,Quebec / Québec,24 - NonCMA
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,14,Warwick,Arthabaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
25/01/2018,45,7,6.43,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,10,1,10,0,Use recreationally,Daily,,,,,1,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,400,112,3.57,0,Use recreationally,Daily,,,,,150,Brossard,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,60,14,4.29,0,Use recreationally,A few times per week,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,100,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,7,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
25/01/2018,0.25,1000,0,1,Use recreationally,,,,,,,Prince,Algoma,Northeast / Nord-est,Ontario,35 - NonCMA
25/01/2018,100,28,3.57,0,Use recreationally,A few times per month,,,,,0.5,Mont-Laurier,Antoine-Labelle,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,35,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,20,3,6.67,0,Use recreationally,A few times a year,,,,,0.5,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,100,28,3.57,0,Use recreationally,A few times per week,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,30,7,4.29,0,Use recreationally,A few times per week,,,,,3.5,Carleton-sur-Mer,Avignon,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
25/01/2018,120,28,4.29,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,140,28,5,0,Medicate - without a medical document,Daily,,,,,0.5,Laval,Laval,Laval,Quebec / Québec,Montréal
25/01/2018,80,28,2.86,0,Use recreationally,Daily,,,,,104,Drummondville,Drummond,Centre-du-Québec,Quebec / Québec,24 - NonCMA
25/01/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,7,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,20,3.5,5.71,0,Medicate - without a medical document,,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,20,3.5,5.71,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
25/01/2018,25,3.5,7.14,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,20,2,10,0,Use recreationally,Daily,,,,,28,Pessamit,Manicouagan,Côte-Nord,Quebec / Québec,24 - NonCMA
25/01/2018,25,3.5,7.14,0,Use recreationally,A few times per month,,,,,3.5,Lavaltrie,D'Autray,Lanaudière,Quebec / Québec,Montréal
25/01/2018,140,14,10,0,Use recreationally,A few times per week,,,,,1,Richmond,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
25/01/2018,70,14,5,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,40,7,5.71,0,Use recreationally,A few times per month,,,,,1,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
25/01/2018,90,28,3.21,0,Medicate - without a medical document,Daily,,,,,,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
25/01/2018,85,14,6.07,0,Use recreationally,A few times per week,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,140,28,5,0,Use recreationally,A few times per week,,,,,1,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,45,7,6.43,0,Medicate - without a medical document,A few times per month,,,,,2,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,3.5,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,100,28,3.57,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,80,14,5.71,0,Use recreationally,Daily,,,,,32,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,15,3.5,4.29,0,Medicate - without a medical document,,,,,,,Laval,Laval,Laval,Quebec / Québec,Montréal
25/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,56,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,145,28,5.18,0,Use recreationally,,,,,,,Dolbeau-Mistassini,Maria-Chapdelaine,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
25/01/2018,110,28,3.93,0,Use recreationally,Daily,,,,,3.5,Piedmont,Les Pays-d'en-Haut,Laurentides,Quebec / Québec,24 - NonCMA
25/01/2018,150,28,5.36,0,Use recreationally,Daily,,,,,28,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
25/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,56,Sorel-Tracy,Pierre-De Saurel,Montérégie,Quebec / Québec,24 - NonCMA
25/01/2018,5,1,5,0,Use recreationally,Daily,,,,,28,Sept-Îles,Sept-Rivières--Caniapiscau,Côte-Nord,Quebec / Québec,24 - NonCMA
25/01/2018,6,1,6,0,Use recreationally,Daily,,,,,5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
25/01/2018,50,3.5,14.29,0,Medicate - without a medical document,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,90,14,6.43,0,Use recreationally,A few times per week,,,,,7,Longueuil,Longueuil,Montérégie,Quebec / Québec,Montréal
25/01/2018,102,28,3.64,0,Use recreationally,A few times per week,,,,,3.5,Forestville,La Haute-Côte-Nord,Côte-Nord,Quebec / Québec,24 - NonCMA
25/01/2018,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
25/01/2018,50,14,3.57,1,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
25/01/2018,5,1,5,0,Use recreationally,A few times per week,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,7,Saint-Jean-sur-Richelieu,Le Haut-Richelieu,Montérégie,Quebec / Québec,Montréal
25/01/2018,134.4,28,4.8,0,Medicate - without a medical document,Daily,,,,,28,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,40,7,5.71,0,Use recreationally,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,7,Mirabel,Mirabel,Laurentides,Quebec / Québec,Montréal
25/01/2018,40,7,5.71,0,Use recreationally,A few times per week,,,,,1,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,7,1,7,0,Use recreationally,A few times a year,,,,,0.2,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,40,7,5.71,0,Medicate - without a medical document,A few times per week,,,,,1,Montréal-Est,Montréal,Montréal,Quebec / Québec,Montréal
25/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,7,Drummondville,Drummond,Centre-du-Québec,Quebec / Québec,24 - NonCMA
25/01/2018,40,28,1.43,1,Use recreationally,Daily,,,,,56,Beloeil,La Vallée-du-Richelieu,Montérégie,Quebec / Québec,Montréal
25/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
25/01/2018,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,14,Richmond,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
25/01/2018,25,3.5,7.14,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
